,DESC_KOR,label
398,백리향,2
399,백운란,2
400,백합,2
401,별1호,2
402,별2호,2
403,별3호,2
404,별사각,2
405,봉선화,2
406,부산어묵,2
407,부추마당,2
408,색동이,2
409,아롱이,2
410,아카시아,2
411,야채시대,2
412,어깨동무,2
413,오징어튀김어묵,2
414,은비,2
415,장다리,2
416,재롱이,2
417,참어묵바,2
418,참어묵바 2호,2
419,코스모스,2
420,콩쥐,2
421,튜울립,2
422,해꼬치,2
423,호돌이,2
424,오징어바,2
425,오징어볼,2
426,DHA참치,2
427,고추마당,2
428,고추참치,2
429,김치찌개용 참치,2
430,다랑어/참치,2
431,라이트 스탠다드참치,2
432,마일드참치,2
433,아이큐참치,2
434,짜장참치,2
435,프리미엄참치,2
436,후레쉬참치,2
437,양반김,2
441,옥수수기름,2
442,니코제로,2
443,솔아솔아,2
445,순녹차,2
446,두충차,2
449,마요네즈,2
450,앙코르 불고기덮밥 소스,2
452,쇠고기짜장,2
455,센스케찹,2
456,케찹,2
469,네스퀵매직스트로우초콜릿맛,2
470,리얼킹 새우,2
473,리얼킹 랍스터,2
474,동원미앤미,2
476,프리미엄 리얼치즈봉,2
477,리얼킹 참치,2
479,리얼김봉,2
497,동원 숯불구이맛 후랑크,2
508,동원순닭가슴살,2
853,본마망 라스베리 잼(370G)(BONNE MAMAN RASPBERRY JAM),2
870,광장동 나루가온 고기만두,2
888,초록원유기농딸기잼,2
889,자연주의100%유기무화과잼,2
890,자연주의100%유기포도잼,2
891,자연주의100%유기딸기잼,2
893,크랜베리&블랙커런트 임산부용 영양바,2
898,킷캣 오리지널(KIT KAT MINI),2
903,자유시간 크리스피,2
905,스톤월키친 탄제린 마멀레이드(STONEWALL TANGERINE MARMALADE),2
914,블랙커런트 쨈(BLACKCURRANT JAM),2
916,스톤월키친 스트로베리잼(STONEWALL KITCHEN STRAWBERRY JAM),2
917,스톤월키친 로스티드갈릭 어니언 잼(STONEWALL KITCHEN ROASTED GARLIC ONION JAM),2
918,포도즙으로 만든 블러드오렌지 마멀레이드(BLOOD ORANGE SWEETENED WITH GRAPE JUICE),2
919,포도즙으로 만든 레몬 마멀레이드(LEMON SWEETENED WITH GRAPE JUICE),2
920,오렌지 마멀레이드(ORANGE MARMALADE),2
956,누가비스킷(NOUGAT BISCUIT),2
960,볼로네이즈 오브맘 6-12M 2(BOLOGNESE OF MOM 2),2
3,맥스봉,2
9,미니 치즈 소시지,2
11,더블링 콰트로치즈,2
19,골뱅이탕 칼칼한 국물,2
21,동원구운골뱅이,2
22,깔끔하게 매운 자연산 골뱅이,2
24,천하장사 오리지날,2
30,동원골뱅이,2
31,청양고추 골뱅이,2
34,옛날콩사탕,2
35,더블링 참치마요,2
36,동원 친친 오리지널 치즈소시지,2
50,더블링 콘&스윗치즈,2
51,오곡으로 만든 첵스 초코 쿠키 앤 크림,2
52,Jinju 천하장사 치즈,2
53,오리지날 따봉,2
54,치즈따봉,2
61,동원구운오징어,2
99,진주 천하장사 오리지날,2
101,롯데햄 키스틱,2
102,키요 DHA 하이봉 콰트로치즈,2
103,천하장사 치즈,2
106,간식 소시지,2
136,옛날사골곰탕,2
137,생채움삼계탕,2
147,반숙이랑도란도란,2
148,맥반석에서 맛있게 구운 계란,2
149,하림 구운계란,2
152,사랑 가득한 깐 메추리 알,2
156,지방을 줄인 고칼슘 치즈,2
159,웰메이드 고칼슘 체다,2
288,한우무나물볶음,2
289,야채달걀국,2
290,아이오징어전골,2
296,밥리 다이어트 도시락,2
297,밥리 고추참치 도시락,2
306,웰니스 비트케일샐러드 세트,2
310,저당식단 숙쌈 세트,2
367,두부채소김국,2
368,아욱새우된장국,2
369,한우감자국,2
370,캐슈넛연근조림,2
371,돈안심된장조림,2
372,연어채소조림,2
376,한우알밤조림,2
378,두부감자조림,2
392,아침 한끼 단호박죽,2
394,곤약？ 소고기 야채,2
395,곤약？ 단호박,2
396,모닝죽 새싹보리,2
397,무럭무럭 키즈죽 단호박,2
398,무럭무럭 키즈죽 고구마,2
399,모닝죽 단호박,2
400,칼로리반 견과곤약죽,2
401,칼로리반 단호박곤약죽,2
402,모닝죽 꿀고구마,2
403,양반 모닝밀 고구마죽,2
404,양반 모닝밀 단팥죽,2
405,양반 모닝밀 호박죽,2
406,모닝죽 검은콩,2
407,모닝죽 귀리,2
461,이경제 더 힘찬 선식 100 프리미엄,2
515,쌀눈 야채 가득죽,2
516,돈다짐육조림반찬,2
517,과일비트동치미,2
519,클래식치킨느타리야채볶음,2
521,클래식블루베리두부탕수육,2
523,팥죽,2
527,육개장,2
547,리얼곤약소바면,2
549,잎새버섯한우불고기요리,2
550,연근만가닥버섯조림,2
551,아이버섯장조림,2
552,들깨소스버섯무침,2
553,버섯고사리무침,2
567,김치가 들어간 찰순대,2
568,한치가 들어간 찰순대,2
569,제주전통찹쌀순대,2
577,평안도 콩비지,2
580,닭곰탕,2
581,순한하이라이스,2
611,물냉면,2
613,식탁 위 의사 소고기무국,2
615,정성가득 횡성축협한우국밥,2
650,게살죽,2
652,단호박죽,2
653,쇠고기 야채죽,2
654,전복죽,2
655,단팥죽,2
668,소심식사 단호박밀크밀,2
669,참치김치덮밥소스,2
677,농부의딸 송윤주선식,2
686,비비고 사골곰탕,2
693,맛깔나는 먹거리 고기순대,2
694,속이 꽉 찬 고기순대,2
726,맛있는 육개장,2
767,모닝수프 스위트콘,2
768,소소한밤 곤약카레우동,2
770,못생긴양송이수프,2
781,어메이징와규소불고기전골,2
786,소갈비찜,2
787,어메이징한돈뼈다귀감자탕,2
788,창화당초계찰보리물냉면,2
789,창화당 초계 찰보리 물냉면,2
807,무꼬뭐꼬 추억의 궁물떡볶이 추억맛,2
808,황태해장국,2
811,쌍팔년도 떡볶이 옛날맛,2
812,정통 오모가리 김치찜,2
813,모산 냉동 무청 우거지국,2
826,깔끔담백한맛 홍합미역국,2
827,안동참마죽,2
829,발아3곡이든곡물한끼,2
830,퀴노아10곡미숫가루,2
831,유기농 미숫가루 더 블랙,2
833,유기농 담선식,2
835,일렉트로맨 우거지된장국,2
836,미소된장국,2
837,콘스프,2
838,크루통 컵스프 포테이토크림,2
841,일렉트로맨 육개장,2
842,일렉트로맨 미소된장국,2
843,포르치니버섯 스프,2
844,크림스프 포타주,2
845,한솥 시금치 된장국,2
848,한솥 콩나물 북어국,2
853,블랙푸드플러스미숫가루,2
854,재첩진국,2
855,맛있는 사골북어국,2
856,일렉트로맨 계란국,2
857,황태미역국,2
872,아침고구마,2
873,자연담은 단호박죽,2
885,아침단호박,2
889,새우고구마볶음,2
890,비트무배추김치,2
902,새콤이탕수육,2
908,유니짜장덮밥소스,2
929,들깨가루무나물,2
939,오늘소바곤약메밀면,2
946,무감자조림,2
956,한우무국,2
966,러브잇 닭가슴살 카레 매운맛,2
968,닭고기영양진국,2
969,건강현미밥바 감자양파현미밥바,2
981,오늘하노이곤약메밀면,2
985,연어데리야끼소스,2
991,카라멜화시킨 양파가 가득 씹히는 프렌치 양파스프,2
3,헛개황태 해장국,2
12,황태가루무국,2
13,한우사골된장국,2
14,생야채계란탕,2
18,모닝풀 쇠고기야채죽,2
20,모닝풀 삼계죽,2
21,모닝풀 게살감자죽,2
24,간장찜닭소스,2
31,맑은대구탕,2
34,한우불고기소스,2
51,쌀눈 한우야채죽,2
54,모듬야채카레소스,2
58,쉐푸드 소고기무국,2
59,진한소고기미역국,2
60,비건 얼갈이된장국,2
61,비비고 소고기미역국,2
62,비비고 황태해장국,2
72,가자미야채구이,2
73,안동골부리국,2
75,성게알미역국,2
76,뜨끈이 시금치 된장국,2
78,식자재왕 설렁탕,2
84,쌀눈 매생이전복죽,2
99,갈비탕,2
101,맛상호박죽,2
102,미자언니네 호박죽,2
104,외갓집송탄서정리부대찌개,2
107,동원꼬막 간장비빔,2
108,동원꼬막 매콤비빔,2
111,동원 골뱅이비빔,2
113,강창구토마토진순대국,2
115,아이고구마멸치,2
117,더진국 전통국밥,2
118,전설의 을지로 수육 국밥,2
123,호박죽,2
124,미자언니네 단팥죽,2
125,단팥죽,2
128,쉐프의 혼밥(미니고구마&닭가슴살슬라이스),2
132,닭가슴살버섯카레볶음,2
136,초록눈 단팥죽(냉동),2
140,두부고구마범벅,2
142,호박죽,2
143,옥희네 팥빙수라떼,2
147,어메이징두끼매콤달달떡볶이,2
148,판다의 닭갈비 베지라이스,2
151,돼지갈비찜,2
152,쿠캣 까만 찜닭,2
155,맛있는 집밥 김치찜,2
159,순살 빨간찜닭,2
161,아이단호박샐러드,2
163,미자언니네 흑임자죽,2
171,쟌슨빌소시지부대찌개,2
176,판다의 소보로 베지라이스,2
179,버섯잡채덮밥,2
182,쉬림프레몬콥샐러드,2
185,콩나물불고기요리,2
186,알밤한우버섯조림,2
187,아이어묵볶음,2
195,어메이징두끼짜장떡볶이,2
196,초록눈 소고기야채죽(냉동),2
197,판다의 새우 부리또 볼,2
199,산골자장덮밥요리,2
204,대복부대찌개,2
205,판다의 마파가지 베지라이스,2
207,판다의 미트소스 베지누들,2
213,판다의 토마토 베지누들,2
214,판다의 아라비아따 베지누들,2
216,육개장죽,2
217,국선생 육개장죽,2
218,동트는농가 고추장찌개,2
219,어부가 만든 민물새우탕,2
220,오뚜기삼진어묵가쓰오어묵탕,2
222,산골한우가지조림,2
225,다슬기국,2
226,순두부애호박국,2
227,맛있는 집밥 김치찌개,2
228,순두부시금치된장국,2
229,닭살두부찌개,2
230,동원 골뱅이탕 얼큰한 국물,2
231,애호박두부된장국,2
232,최가네추어탕,2
233,동원 백합된장찌개,2
234,밥상보 돼지고기 김치찌개,2
235,한우야채찌개,2
236,쫄깃한햄 듬뿍 부대찌개,2
237,감자들깨국,2
238,참숯에 구운 직화곱창전골,2
240,뚝배기 부대찌개,2
241,케이준치킨에그샐러드,2
242,치킨&에그콥샐러드,2
250,판다의 커리 베지누들,2
251,파머스티 잡채,2
252,해물잡채,2
254,밥리 북성로불고기 도시락,2
257,차돌양지 된장찌개,2
258,토마토스프,2
259,서산 콩비지 추어탕,2
279,코바코 고기폭탄 육개장,2
280,지리산품은남원추어탕,2
281,푹고은 얼큰 닭개장,2
282,아이순두부찌개,2
283,인삼갈비탕,2
284,맛있는 콩비지찌개,2
286,산골아이육개장,2
298,미자언니네 야채죽,2
299,부산식 낙새,2
301,어부가만든민물새우탕 순한맛,2
303,부대찌개,2
304,돼지고기마파두부,2
305,한우팽이버섯볶음,2
307,닭가슴살버섯조림,2
308,닭가슴살간장조림,2
310,쉐프솔루션 황태국,2
311,쉐프솔루션 미역국,2
312,쉐프솔루션 소고기해장국,2
313,어탕,2
314,국선생 삼계죽,2
315,해물야채덮밥,2
316,한우순두부덮밥요리,2
317,우엉버섯덮밥요리,2
318,한우두부된장덮밥요리,2
319,닭가슴살카레덮밥요리,2
320,닭가슴살영양덮밥,2
322,굳닭 닭가슴살곤약순대,2
326,김치찌개,2
327,샤브샤브일품요리,2
328,콩나물닭고기찜요리,2
329,순두부야채계란찜,2
330,맛상 황태죽,2
331,미자언니네 영양닭죽,2
347,간편한 근대 된장국,2
348,간편한 시금치 된장국,2
349,간편한 열무 된장국,2
350,활미꾸라지로 맛을낸 남원추어탕,2
351,아욱된장국,2
353,해물누룽지탕,2
366,일품 추어탕,2
367,해물알탕,2
368,안용준 추어탕,2
369,미스타셰프의 추어탕,2
370,명품 추어탕,2
375,율무조녹두죽,2
376,현미 수수죽,2
378,맛상 해물죽,2
382,성게미역국,2
383,대복 아욱다슬기해장국,2
384,아욱다슬기해장국,2
385,추어탕,2
387,명품 순대국,2
388,명가토종순대국,2
401,가마솥자숙재첩회,2
402,시원하고깔끔한맛 재첩국,2
403,깔끔하고 담백한맛 매생이굴국,2
404,깔끔하고담백한맛 올갱이국,2
405,아이생선살미역국,2
406,한우콩나물된장국,2
407,산골한우버섯국,2
408,햇땅 들깨소고기미역국,2
409,채식두개장,2
410,근대두부된장국,2
411,미자언니네 새우죽,2
412,생바지락 시락국,2
413,산골시래기국,2
414,황태진국,2
415,아이한우미역국,2
416,아이닭고기미역국,2
417,양송이일품요리,2
418,오징어된장덮밥요리,2
419,한우덮밥일품요리,2
420,한우감자조림,2
421,오징어무조림,2
422,재첩마파두부,2
423,혼자먹는남원추어탕,2
424,밥새우애호박볶음,2
426,황태국,2
427,현추어탕,2
428,부추두부전골,2
429,가지제육덮밥요리,2
430,영도제주복국 까치복국,2
431,순두부미역국,2
432,햇땅 알곤이알탕,2
433,추어탕,2
434,닭가슴살감자된장덮밥요리,2
435,아이소고기무국,2
436,돼지고기배추된장국,2
437,사골황태해장국,2
438,국물의한수 사골우거지해장국,2
439,느타리버섯계란탕,2
440,칼칼한 청양고추 부대찌개,2
441,돼지고기애호박찌개,2
442,달걀파래김국,2
443,진하고구수한경상도 추어탕,2
446,맛의고수 속시원한 황태해장국,2
447,정옥 추어탕,2
448,미역들깨국,2
449,산골버섯전골,2
450,전설의을지로사골우거지해장국,2
451,햇땅 소고기육즙 버섯전골,2
452,부산집 추어탕,2
453,소고기들깨토란국,2
454,남원엔미꾸리추어탕,2
455,삼계탕,2
456,남원광원추어탕,2
459,장순필가마솥순대탕,2
462,소내장탕,2
463,참전복죽,2
465,고소한 차돌 듬뿍 된장찌개,2
466,늘품은 사골황태해장국,2
467,비건 청국장찌개,2
468,봉추 삼계죽,2
469,참진국 뼈다귀 해장국,2
470,전복죽,2
471,야채죽,2
472,버섯들깨탕,2
473,영양닭죽,2
474,영양닭죽,2
475,낙지김치죽,2
476,맛상 한우소고기죽,2
477,맛상 새우죽,2
478,오레시피 한우소고기죽,2
479,초록눈 새우들깨죽(냉동),2
480,초록눈 닭녹두죽(냉동),2
481,맛상 참치죽,2
482,미자언니네 한우소고기죽,2
483,부드러운 고기 듬뿍 김치찌개,2
484,버섯죽,2
486,새우죽,2
487,초록눈 삼계녹두죽(냉동),2
488,미자언니네 팥죽,2
489,맛상 영양닭죽,2
490,쉐프의 혼밥(연근영양밥&닭가슴살큐브),2
491,삼계죽,2
492,미자언니네 전복죽,2
501,맛의고수 곱창골목 맛고육개장,2
505,아지매뼈해장국,2
506,맛있는녀석들 설렁탕,2
507,맛상 감자야채죽,2
508,국물의한수 사골황태해장국,2
509,마더스스푼 진국설렁탕,2
510,1978 외갓집 진심 육개장,2
512,참 BLACK 블랙플러스,2
529,영양국 양배추한우전골,2
530,영양국 닭고기야채전골,2
531,영양국 한우숙주전골,2
532,메밀싹뽕잎마죽프리미엄,2
533,마호두잣죽,2
534,까망깨죽,2
538,단호박고구마라떼,2
539,영양국 양배추버섯전골,2
541,자연연합 종합영양선식 딸기맛,2
547,영양국 부추두부전골,2
548,프리미엄 유산균이 들어간 미숫가루,2
556,영양국 새송이버섯전골,2
558,삼육한끼 레드,2
559,영양국 새우살야채전골,2
560,간편형스마트미숫가루,2
565,은행마죽,2
567,싹보리 미숫가루,2
576,어묵국,2
604,치즈닭갈비,2
606,삼육한끼 블랙,2
607,브로콜리 & 체다치즈 컵수프,2
612,닭가슴살 한입브리또 고구마치즈,2
625,MD FIT S-BALANCE,2
626,그릴드 머쉬룸 크림 컵수프,2
627,새우살애호박볶음,2
628,두부두루치기,2
630,한우단호박영양찜,2
633,신송시원한시금치된장국,2
634,신송 우거지 된장국,2
636,애터미 밸런스라이프,2
639,고구마콘스튜,2
659,울금이들어간 건강참마밀 프리미엄,2
660,맛있는 애호박된장국,2
661,한우무국,2
662,우리애들 순한국 된장미역국,2
671,신송 소고기가 들어있는 칼칼한 아욱된장국,2
672,신송 깔끔한 배추된장국,2
673,영양국 해물버섯전골,2
675,MD FIT W-BALANCE,2
698,대구살간장조림,2
699,돈안심알배추찜,2
700,한우배추볶음,2
701,배추들깨볶음,2
702,어묵배추볶음,2
703,돈안심숙주볶음,2
704,알새우감바스,2
705,아이제육볶음,2
708,MD FIT H-BALANCE,2
712,영양국 한우야채전골,2
713,남원골 추어탕,2
721,돈안심두부전골,2
722,유기농단호박고구마물만부어순한 처음죽,2
725,포테이토맥앤치즈,2
729,시금치두부된장소스,2
730,한우불고기전골,2
731,한우숙주전골,2
732,닭계장,2
733,새우탕,2
734,감자애호박된장국,2
735,한우사골배춧국,2
736,돈안심순두부찌개,2
737,아기한우육개장,2
739,크루통 컵스프 버섯크림,2
740,크루통 컵스프 콰트로치즈,2
741,크루통 컵스프 어니언크림,2
743,뜨레봄 유기농 아침스프,2
744,닭가슴살 한입브리또 피자,2
758,자연연합 종합영양선식,2
774,뜨레봄 유기농 야채스프,2
775,이마트미역된장국,2
776,신송 바지락이 들어있는 향긋한 쑥된장국,2
777,펀치볼 시래기 된장국,2
778,신송 홍게 된장국,2
779,뜨레봄 유기농 브로콜리스프,2
780,한우곰탕,2
781,맛있는 청국장,2
783,계란소보로,2
784,짜장소스,2
785,삼선짜장소스,2
786,사과카레소스,2
787,치킨크림커리,2
790,돈안심잡채,2
793,뉴 여성발란스 프리미엄,2
794,한살림 소고기미역국,2
795,맛있는 사골우거지국,2
796,펀치볼 시래기 해장국,2
812,맛있는 사골우거지국 A,2
813,맛있는 북엇국,2
818,간장계란소스,2
822,한우비프스튜,2
823,스위트콘 컵수프,2
825,이가네 황태곰탕,2
826,병천사골순대국,2
829,버섯된장국,2
830,진성재첩국,2
831,화이트크림소스,2
832,횡성맑황태미역국,2
833,횡성맑맑은황태국,2
834,물만타면 매생이국,2
835,한우미역국,2
836,맛있는 미역국,2
839,한살림 건새우아욱국,2
840,간편북엇국,2
841,한우들깨미역국,2
842,간편미역국,2
843,닭고기무국,2
844,맑은한우장국,2
845,맑은감자국,2
846,미역된장국,2
847,야채계란국,2
849,육개장,2
850,유기농바다건강물만부어순한처음죽,2
851,유기농검은곡물물만부어순한 처음죽,2
873,남가네 황태해장국,2
874,3분에 아이한끼단호박,2
875,3분에 아이한끼닭육수,2
876,3분에 아이한끼한우사골,2
877,3분에 아이한끼고구마,2
879,3분에 아이한끼인삼,2
880,3분에 아이한끼치즈,2
882,3분에 아이한끼우유,2
883,닥터리브 오늘의 죽 고구마,2
885,아침이 건강한 깔라만시바,2
886,아침이 든든한 영양바,2
888,닥터리브 오늘의 죽 단호박,2
889,닥터리브 오늘의 죽 단팥,2
891,닥터리브 오늘의 죽 오트밀,2
892,닥터리브 오늘의 죽 검은콩,2
894,감동죽 단호박현미죽,2
895,아침이 든든한 풋사과바,2
896,아침이 상쾌한 카카오닙스바,2
898,은행마죽프리미엄,2
899,호박마죽 프리미엄,2
904,유산균이 들어간 미숫가루,2
910,버섯더덕마죽 프리미엄,2
911,버섯더덕마죽골드,2
912,하루30g검은콩선식,2
915,3분간편한끼 달콤고구마밤죽,2
916,해물짬뽕,2
922,15곡이들어간 건강참마밀,2
933,박경호 통곡물 한끼선식,2
941,은행마죽골드,2
942,울금이들어간 건강참마밀,2
955,오 프라이스 치즈감자 수프,2
970,오 프라이스 버섯크림 수프,2
971,오 프라이스 양파크림 수프,2
972,오 프라이스 옥수수 수프,2
976,미니찹쌀볼도그(반제),2
990,3분간편한끼 영양브로콜리치즈죽,2
991,3분간편한끼 담백한닭육수죽,2
0,농협선식,2
2,10곡 미숫가루,2
4,검은미숫가루,2
7,3분간편한끼 한우사골미역죽,2
8,3분간편한끼 똑똑고소한참치죽,2
9,발아현미미숫가루,2
11,간편닭곰탕,2
14,3분간편한끼 담백대구살죽,2
20,3분간편한끼 처음순수쌀미음,2
21,몸이가볍곤약 새우탕맛곤약면,2
23,HEARTY SPOON 사골곰탕,2
24,옛날 사골곰탕,2
25,정갈한소고기미역국,2
26,쇠고기미역국,2
27,사골우거지국,2
36,고시히카리쌀죽,2
43,참치죽,2
147,영양국 순두부야채탕,2
150,영양국 한우감자탕,2
153,영양국 순두부호박국,2
158,영양국 시금치달걀탕,2
164,영양국 두부양송이탕,2
168,모닝풀 단호박죽,2
172,마시는 아로니아죽,2
173,마시는 검은콩죽,2
177,영양국 감자호박된장국,2
190,영양국 애배추들깨국,2
191,영양국 한우맑은된장국,2
192,보식전문 건아죽,2
215,마시는 견과죽,2
218,베리베리 땡큐바,2
251,쪽쪽박사 단호박 찹쌀죽,2
252,옥희네 단호박 타락죽,2
254,마시는 단팥죽,2
255,마시는 타락죽,2
373,아침을 담다 단호박 & 마,2
426,영양국 닭곰탕,2
427,영양국 들깨채소국,2
428,영양국 닭살들깨국,2
471,영양국 야채계란탕,2
480,영양국 한우버섯탕,2
550,영양국 애배추버섯국,2
551,영양국 순두부시금치된장국,2
552,영양국 애호박두부토장국,2
553,폰타나 라치오 로마노치즈&브로콜리수프,2
555,하루한죽 케일소고기단호박죽,2
556,요리하다 바로죽 현미와 단팥,2
557,마시는 흑임자죽,2
558,칼로리반 귀리곤약죽,2
559,마시는 귀리죽,2
560,자연의 순수함을 담은 새싹보리죽,2
653,영양국 생선살배추국,2
654,영양국 느타리버섯계란탕,2
655,영양국 유부콩나물된장국,2
656,영양국 한우호박장국,2
657,영양국 한우고구마국,2
736,하루한컵 Fresh,2
741,영양국 한우무국,2
742,영양국 계란목이탕,2
751,영양국 생선살청경채탕,2
758,"[과일애] 한번에 과채
(파인애플 오렌지 샐러리)",2
760,"[과일애] 한번에 과채
(비트 사과 당근)",2
768,영양국 건새우근대된장국,2
769,영양국 한우우거지된장국,2
775,[All fresh] 하루과일 도시락,2
855,"[과일애] 한번에 과채
(비트 사과 오렌지)",2
859,영양국 시금치감자국,2
862,[모닝 후르츠] 퀵 굿모닝,2
869,클래식흰살생선토마토스튜,2
870,클래식토마토비프스튜,2
871,영양국 배추콩가루국,2
884,영양국 근대두부된장국,2
885,영양국 생선살미소국,2
886,우리집 애호박돼지찌개,2
887,OK!COOK 닭가슴살 샐러드,2
894,OK!COOK 그라나파다노 샐러드,2
959,영양국 건새우아욱국,2
960,요리하다 경상도식 오징어무국,2
991,비비고김치볶음,2
992,클래식진미닭가슴살,2
993,클래식메추리알돼지고기장조림,2
997,하루한죽 비트닭가슴살죽,2
998,오징어덮밥소스,2
0,영양국 해물야채탕,2
6,간장돼지불고기덮밥소스,2
126,바로먹는 생생냉면(모밀소바맛),2
175,영양국 연두부된장국,2
198,파프리카 샐러드,2
207,달보드레 소불고기,2
209,러브잇 닭가슴살 짜장 매운맛,2
390,클래식우엉야채볶음,2
411,냉이된장찌개,2
413,맛있는 된장찌개,2
616,마시는 단호박죽,2
623,자연이 준 선물 꽃송이버섯죽,2
661,한스푼 갈릭 쉬림프 샐러드,2
700,신송구수한우거지된장국,2
701,신송개운한미역된장국,2
702,우렁된장찌개,2
711,속초홍게된장국,2
714,폰타나 그릴드 머쉬룸 크림수프,2
718,클래식파프리카애호박야채볶음,2
719,클래식감자애호박볶음,2
720,처음먹는 어린이장조림 돼지고기,2
721,처음먹는 어린이장조림 소고기,2
722,클래식시금치감자볶음,2
723,클래식닭가슴살야채간장볶음,2
724,클래식돼지고기애호박볶음,2
744,바로소고기무국,2
748,오뚜기삼진어묵얼큰한어묵탕,2
924,바로먹는 생생냉면(쇠고기육수맛),2
963,가쓰오 곤약우동,2
975,[샐러드스쿨] 이코노미팩,2
981,양반 황태해장국,2
982,토장국,2
992,닭볶음탕,2
44,[미스터] 크래미 샐러드,2
50,클래식단호박들깨두부국,2
164,못생긴양파크림수프,2
165,못생긴옥수수수프,2
178,쇠고기무국,2
179,시래기된장국,2
180,미역된장국,2
181,얼큰토장국,2
182,우렁된장찌개,2
183,구수한 우렁된장찌개,2
184,정갈한 소고기 무국,2
186,영양국 연두부새우탕,2
215,김치찌개,2
216,신송 칼칼한 홍게된장국,2
217,영양국 오징어섞어찌개,2
218,묵은지 참치김치찌개,2
237,우렁된장국,2
239,오케이쿡 오징어무국,2
240,원조동해회관짱뚱어탕,2
244,두부된장찌개,2
267,몸이가볍곤약 매콤닭가슴살곤약죽,2
270,닭가슴살 양파스프,2
271,클래식사과새송이카레,2
272,클래식토마토한우덮밥소스,2
275,자몽 샐러드,2
284,저당 톳오이무침 세트,2
285,저당 당귀코울슬로 세트,2
289,모닝수프 양송이,2
560,미소장국미역맛,2
561,농협목우촌 생생소고기무국,2
562,농협 아름찬 시래기 된장국,2
564,미소장국버섯맛,2
565,우리집시금치된장국,2
566,고깃집맛된장국,2
568,영양국 사골우거지국,2
570,바로소고기미역국,2
590,HEYROO미소된장국,2
591,소심식사 미숫가루밀크밀,2
594,고구마크림소스,2
644,현미 그래놀라 컵,2
646,생생소고기무국,2
647,소고기무국,2
648,바로양지차돌곰탕,2
671,대구식 파육개장,2
673,정기품시래기해장국,2
674,양송이하이라이스덮밥소스,2
686,모닝수프 트리플치즈,2
694,영양가득 완도전복죽,2
698,클래식시그니처랍스터토마토덮밥소스,2
699,클래식망고브로콜리새우덮밥소스,2
700,순한짜장,2
701,클래식한우버섯덮밥소스,2
702,클래식닭가슴살단호박카레,2
703,클래식야채한우짜짜,2
704,클래식들깨닭가슴살덮밥소스,2
706,클래식한우두부덮밥소스,2
725,영양국 한우설렁탕,2
726,영월쌀된장 황태해장국,2
727,클래식시그니처랍스터버섯전골,2
728,종가반상 사골시래기된장국,2
729,클래식한우시골된장찌개,2
731,클래식들깨어글탕,2
733,옛날 육개장,2
735,대복 남원식 얼큰 무청 추어탕,2
743,보코치니치즈샐러드-S,2
751,"Wonder green salad
만능샐러드",2
757,저당식단 호박나물 세트,2
758,저당 돼지감자장아찌 세트,2
759,웰니스 비트피클 세트,2
764,저당 궁채들깨나물 세트,2
767,방풍나물&고구마스프,2
789,새우크림스파게티,2
958,몸이가볍곤약 우동맛곤약면,2
968,몸이가볍곤약 베트남쌀국수맛곤약면,2
969,몸이가볍곤약 마라탕맛곤약면,2
983,속편한미음 호박새우살미음,2
989,누룽지전복죽,2
996,소소한밤 곤약칼칼우동,2
3,참치볶음덮밥소스,2
12,횡성축협한우버섯육개장,2
13,손맛사골국,2
14,클래식순두부감자된장국,2
15,바지락국,2
17,클래식닭가슴살아욱국,2
18,간편버섯해장국,2
19,시금치된장국,2
22,간편사골우거지국,2
23,홍게 다리가 든 된장국,2
24,클래식한우영양국,2
25,클래식한우느타리야채국,2
26,안동식 쇠고기국밥,2
28,쿡탐 짬뽕탕,2
33,클래식시그니처오리곰탕,2
57,클래식흰살생선콩나물찜,2
58,클래식흰살생선버섯볶음,2
59,닭가슴살단호박찜,2
60,안심메추리알조림,2
61,한우단호박찜,2
70,[미스터] 파프리카 샐러드,2
71,[미스터] 내가 그린 샐러드,2
74,클래식망고치즈커리소스,2
75,클래식돼지고기청경채덮밥소스,2
76,강된장비빔소스,2
77,순한카레,2
78,클래식두부치즈덮밥소스,2
79,노루궁뎅이버섯스프,2
81,닭가슴살샐러드-S,2
88,농협 아름찬 황태미소해장국,2
89,아이 맛있는 한우나주곰탕,2
90,식탁 위 의사 소고기 미역국,2
107,에그머쉬룸 죽,2
108,몸이가볍곤약 닭가슴살곤약죽,2
109,죽마을 김치해물죽,2
110,몸이가볍곤약 소고기야채곤약죽,2
119,쇠고기죽,2
143,홀리셔스 샐러드,2
148,미네스트로네스프,2
151,소고기순한짜장,2
159,집밥은씨유두부된장국,2
160,비비고 소고기무국,2
161,신선도원 소고기 미역국,2
162,아이 맛있는 한우미역국,2
163,소고기 뭇국,2
167,양반 진국 소고기무국,2
169,우리집 소고기무국,2
170,시집가는전라도식마김치찌개,2
172,우리콩으로 만든 펀치볼 시래기 된장국,2
174,진시래기국,2
206,농협목우촌 생생육개장,2
210,정기품곤드레된장국,2
212,클래식단호박콜리플라워소스,2
213,클래식닭가슴살카레치즈소스,2
214,폰타나 오리지날 크림 수프,2
223,낙지김치죽,2
228,완도 한 마리 전복죽,2
255,저당 소고기파래조림 세트,2
263,단호박두부샐러드,2
296,한우토마토스파게티,2
297,닭가슴살로제스파게티,2
346,아침미식 닭가슴살,2
347,아침미식 계란,2
348,아침미식 미역,2
